Country,HDI Score,Life Expectancy,Mean Years of Schooling,Expected Years of Schooling,GNI per Capita,Indicator_1,Indicator_2,Indicator_3,Indicator_4,Indicator_5,Indicator_6,Indicator_7,Indicator_8,Indicator_9,Indicator_10,Indicator_11,Indicator_12,Indicator_13,Indicator_14,Indicator_15,Indicator_16,Indicator_17,Indicator_18,Indicator_19,Indicator_20,Indicator_21,Indicator_22,Indicator_23,Indicator_24,Indicator_25,Indicator_26,Indicator_27,Indicator_28,Indicator_29,Indicator_30,Indicator_31,Indicator_32,Indicator_33,Indicator_34,Indicator_35,Indicator_36,Indicator_37,Indicator_38,Indicator_39,Indicator_40,Indicator_41,Indicator_42,Indicator_43,Indicator_44,Indicator_45,Indicator_46,Indicator_47,Indicator_48,Indicator_49,Indicator_50,Indicator_51,Indicator_52,Indicator_53,Indicator_54,Indicator_55,Indicator_56,Indicator_57,Indicator_58,Indicator_59,Indicator_60,Indicator_61,Indicator_62,Indicator_63,Indicator_64,Indicator_65,Indicator_66,Indicator_67,Indicator_68,Indicator_69,Indicator_70,Indicator_71,Indicator_72,Indicator_73,Indicator_74,Indicator_75,Indicator_76
Eritrea,0.7266769866509837,77.24393845269755,12.98817182338097,17.01273510770684,5548.57901735059,8.913646813562679,40.016404634718555,-6.371419616444278,133.28445449272806,88.58301935954677,15.085764912846962,36.94588441011258,31.765496300885374,79.30012375814778,88.69907440081977,33.72204330037356,94.70041806102867,5.677957776037395,7.496248866922059,24.952820772510375,9.647247166910573,77.8389225446472,104.73828804601172,9.033314673624645,6.373478035975346,45.382401677773316,87.9808886937746,24.281017171858494,52.45280146126654,88.20078427421426,4.970756110729475,107.48408722771727,59.80061988602701,107.28627594433075,81.94954067959883,88.93296164735709,74.0927050426415,54.71003836377605,32.27575508623255,58.590226631281396,140.28871788257388,-1.4429124840342595,75.88975412569954,73.14853945330283,44.46413376216507,-12.225315552848443,0.6743040712942516,-2.532304169294747,5.384850829880399,14.965687218570991,-4.00465186954866,100.86679316706548,35.755737004875165,13.550490310227161,70.407352333085,66.62460459981789,9.581412581995544,40.5438430718562,96.25487590462004,116.20288861866396,16.86603642609392,81.03438411193918,110.00758738670856,-11.03045595334595,82.38555074223976,2.6278160999991584,0.7689506759143612,59.33509677759387,4.232470549258984,27.96167016860423,50.182785963277205,40.172250251398495,76.52857256114558,9.48672491102911,70.0260904319717,27.898811107852488,46.89690143948287,58.68078664328591,64.61137887959991,51.75360736854269,12.619820624328042
Estonia,0.9307807680645636,81.36951813729067,13.272256905923614,19.90109523888185,30197.15883183575,-10.298243527098542,52.6298270390567,-12.415455623971866,101.07570521011453,110.61836269274235,-22.026707269152936,66.93858603319245,-13.168205008734446,57.078007654005134,64.13441259671616,19.40742550124454,108.82334581600712,5.999128791481127,-10.891426482428713,12.25465182080847,40.52880664886459,75.38013874821564,46.851755126854364,13.225630075725121,-12.421443326147262,-9.851423987680583,106.8988667282776,13.107766984673503,86.43773302934638,86.34855457416268,-34.26212842149623,65.8015516135951,69.00493944818209,94.39956770164929,56.166968543934814,95.6114107764459,50.131778551895074,51.083776055445796,2.0145229435417775,50.22981077293569,133.90620146824403,-21.988961625673674,93.46650162370297,60.64768126829585,84.6522956257958,-27.736610216343,-21.893521333800052,-33.6287539331945,-16.90938214146398,15.003606142858274,-3.9889628409804487,94.53417133748599,21.991550223693757,-17.873379910943797,101.5167548600022,100.62794150816778,-9.387162467702623,27.956803740814962,108.96734829571213,109.41193735981544,49.64529738123301,83.34978057569717,101.57894804281615,-21.724606953440897,121.83143527710763,-2.940192831893789,-1.6615473086633443,95.63783601250367,-12.38896287993785,24.97667880384246,41.99504701204469,30.60838177385942,87.44257805261287,-16.135963961922453,28.553580153369186,41.641658301459756,13.408229572486782,42.666204514442725,52.71983872366826,79.40616977353716,-5.414450732029742
Eswatini,0.40575027629270927,64.81015790998653,6.970889156374294,8.859786341254829,1152.8337252593285,35.304494663574985,49.01909983759926,1.377069841964623,76.48239704233383,70.22768368501221,10.076290291836397,86.53004582879154,38.02952895510998,37.38799230354184,51.38026946102887,9.952704860209666,86.83639616269637,35.663871836604486,28.355886871349245,38.52278648133259,56.39113423906029,84.09146545509772,60.23964587765077,13.355877074436801,30.990753031754373,61.254844118320754,88.21155328227317,26.21144690745052,58.533872131700974,75.89595588716506,8.469736687645046,70.52978027380428,48.0185089717341,94.29393546801012,77.45207290487417,59.23824678867089,52.18387048068997,56.5759999394993,0.16212998661709932,39.41882122066567,83.18813098856847,35.20124979651051,59.35088874787198,41.522273230385196,69.86285124177019,26.944791723280545,21.459367703014255,16.2855454337715,38.589340619453026,10.507126632856679,16.120682598903336,85.87852907556262,60.10418936090362,31.81429122868163,73.27662602301857,75.88309788426757,24.629570872801967,54.2701424312303,92.8588450234024,67.613860868548,50.90749159337191,77.5004013856058,60.78729859300233,14.300784812210207,44.080608519332344,8.559691546767876,15.777052540228919,48.04955154892839,18.18977261975673,52.39490242584376,85.07876820230305,43.6968536235525,62.732750099373064,48.96214042972229,42.851574707374894,38.69195486488706,10.993864897683531,49.997082407077954,44.65276550473976,64.2345587714668,42.87582148044493
Ethiopia,0.47346920332406145,67.08583709830236,8.397433329295911,11.856471574103184,500.0,6.452500267795344,37.87542755883438,2.2671728418975547,83.92843801775818,70.73160869114663,33.67039833305827,57.30870460095623,49.718018331848775,55.329767883419265,59.211175186085086,17.834468906618056,75.26967547019245,28.22736370402634,38.61487989288429,30.803323676111066,50.87954818810257,81.56097767553877,63.66080406298124,54.62497102625744,20.979127622019718,53.11010643327713,83.14838289636184,34.570771326547316,64.31606762022666,41.91286855572801,36.07415792651575,53.70454021320603,48.08177569325876,79.16804157084994,60.45859729287099,70.70419446614824,38.03844780484915,42.32692603996281,40.29127255393271,41.1922124477678,84.10016074194448,26.267045140336847,52.959331644827756,79.08067022628703,69.0959661845403,15.783168428177579,18.037310276711587,4.452365706837924,16.226489732057857,15.194259788539753,8.36950378071743,69.01611471016707,39.56551217411344,13.956276630843305,61.822767554177545,97.77997144752108,-1.408421266482712,17.33255480854326,95.21068404112262,83.34437755688651,50.69254347825099,56.47211291093235,79.13221483242997,-7.005677392132721,65.50556116258775,39.669805634612075,2.9814875391487874,61.552766981221616,-1.3535265259338694,29.392290145471257,55.849537555694695,36.9095131395419,60.36830606000257,19.849546045989783,47.60701491559137,11.272552351916163,53.65477294148836,40.98863214838155,67.92163726390018,89.9032962999155,40.19926395109736
Fiji,0.37849319201363896,63.295125349409034,8.967810417307545,8.997505669371172,1735.2982727211838,41.36690176924391,49.73021454554377,41.499076699757936,99.74471015145637,53.78103159125272,15.238265364003436,52.91048508244241,24.12238869619286,44.694012601641354,53.23617489660588,33.958083869530334,54.403955634994894,29.861604179420304,62.483682951336895,22.591888777674782,42.38563563358856,68.6452759050012,40.549650118335194,3.055977569941522,14.715549154905407,32.131305194003176,64.66144314418968,42.18795782511272,81.82846099102873,59.86931681051642,28.95591040235268,77.29014318192522,60.140777265730875,95.44003808527175,71.32164419993627,71.52192171010238,73.85268090840219,-0.2610024692654891,39.01532776482378,48.64415801690738,66.72330163953478,13.661996476620828,56.56405264123874,42.93098627601166,55.53909211328491,33.71688100886955,21.881402195117467,28.495621214040117,36.417388716764535,33.10338238087212,37.24543705528081,75.90620426044677,59.94261814517222,36.918169060370275,79.9833421407386,65.01562055644044,21.005978381207186,31.32403721530804,76.58900388064538,41.70262215267337,63.06515105135767,68.24525993203243,65.54891408471642,13.100357386372078,51.09693751572348,-15.21675497120545,34.383576232948215,60.10593137507451,23.89891496777241,34.77429626563737,65.08172116259152,56.55896028967364,46.437500006988145,52.180473048083336,54.309622321394464,45.23587710660551,51.74689899401237,46.537235342920056,53.591505221113344,67.19267329148664,42.15917992252041
Finland,0.5549581083808566,71.16736177095477,9.32931687716503,12.36641535912229,2374.685384844777,11.331843278919258,48.2753874508408,1.2810312982248178,81.85623118366837,85.22705351220252,-2.693178453415449,53.08537375428513,18.52543516396776,58.862942268929984,88.0431601904248,30.57823839148143,99.28671026821061,4.24632054569302,30.356624458719985,40.04359333819839,45.68004037121605,92.31306544447357,48.399080718061946,12.256214315683565,24.109886141739693,42.063055094912855,98.56829513504273,1.8824821455296679,77.98873403094268,99.8453907026926,8.560127117257522,48.140578021356326,60.47928814025693,96.0962188970822,61.226597606897954,65.36776035845158,29.72691070318969,31.654029014366344,20.82351657059971,-1.2858291856295225,83.40958913885274,-1.603297996055801,91.61612572655508,23.708823525053607,55.469150984484585,23.54259616747474,6.983715809451439,-4.830233586935648,1.16277636095068,57.18146000453022,4.947362393507966,93.31564839286732,53.977607253354066,13.550512707529734,73.89286911771123,92.19256334553347,14.759858358119516,35.41967690726839,83.72496006556261,111.68365713516022,45.492408543004,90.92357662965871,89.67802121872538,6.452806511315323,71.91557209208938,14.276910395525178,4.994277475250371,42.59361261797024,19.09232201669355,9.668595194552404,65.34039285054784,48.75587032178789,62.71887657955158,40.120380988443394,39.078874282032196,21.498184963982442,-3.025061960106015,60.094279974067135,37.13200520930967,69.69117121472534,36.614342342261054
France,0.5948666925043736,73.69504689432013,11.28452985728983,13.688461283650842,1288.771607481739,36.502878314575696,20.67221600559695,-7.364149592774105,73.04071601346085,66.5257523793914,-2.3619076787590743,56.348631142130934,13.072850707581868,79.0832652239608,51.684613376262874,10.727203891001395,73.40174858435293,41.93871921210433,-18.03480968951685,29.47675920464981,42.55898665097518,90.53421286257647,54.157538952364476,24.704846331322845,0.5282762372823626,32.802489522535126,102.60173899640657,18.428602214203885,58.84822999061844,64.23389877303191,19.280108909681026,75.55936319079211,70.87576580880001,73.16154875045656,82.4471497853264,57.43097449788705,60.60113603049498,31.264111812845208,33.85610488187395,42.40745789975096,76.91090159779691,-23.618712722425457,89.1785709431519,63.45663792226622,85.95826216480951,-4.540279274617287,-6.768655745158583,27.10913590623366,2.2631749277324786,6.13572960220538,0.38921209683859104,76.35326840975728,15.105977103602276,4.738909499609747,93.01994849316526,91.33703561590448,-7.57663377390864,56.80130536008029,91.14304431965805,66.69373953948036,7.320547739268849,78.88189726965098,83.74584872192767,23.31940078256499,88.60336168502228,30.222635268075805,7.901283902665909,55.81269444873157,9.336230522598527,35.9137469451076,60.886477594867586,22.0822800955049,85.71237642928597,33.58335107726675,44.63547083723107,14.121204181828652,26.850061897233996,65.66704372478438,59.95465292731588,66.08769115426041,7.7338782333042175
Gabon,0.5209498900175544,68.24785889609566,8.942321473135515,13.170763638630774,3254.44941416684,0.5812790559695031,58.58708394203938,21.56594494808124,62.07269769500145,95.63934674028656,5.0948489792320615,78.52214081283604,16.99156586768635,52.35476635243142,60.740592738869964,66.62881081230893,93.29436224864754,50.98876743084163,22.82960609751545,29.32549637455169,15.910627589078226,103.20769760057871,48.247945411585945,31.74952510346265,-31.61735681234439,53.34792021099717,82.24957824280311,25.60462315612679,70.25490721962282,63.48395251700333,24.29881201703288,52.97552761210028,77.58594793934034,107.72134694558684,45.443819685542465,102.98361676020416,43.303978568865595,27.14048366687495,40.08860612023257,39.425901299437804,81.65978973595273,15.062195757310803,77.05307664399987,39.191466859183976,86.02688645561824,-3.926413108905578,20.941126203148734,-12.64855979924733,14.053794432029427,53.52718924543474,-23.632825768112077,66.02595926156901,43.0840259417393,9.987411579925052,94.18968602325809,83.048462770555,-11.92831445953852,37.3205582040849,74.65939984424983,70.56508965787891,51.515560836948204,62.42114451881391,84.7830131298216,43.529634353314876,78.56892776221783,-2.764854689412097,6.735443256328637,61.2683806832589,19.406698570132654,25.210151369459,49.21396765836098,23.30658866630808,71.93550877292883,37.503386447722505,41.392245925004204,22.05089601816081,31.104311101278217,85.71467732426359,46.68745261732898,85.64486192766812,18.13898819933248
Gambia,0.8721046307657154,83.18542473274421,14.490605386382757,17.06283074980037,13797.13860325833,10.615435043537659,30.998715477978266,6.709186355959851,101.13980518437029,108.55412591802394,1.1248418502426105,30.09643520489635,-17.55190630762741,64.78298319473835,82.48866661074257,40.024043786835165,124.10231666823873,-18.9651219477546,6.219737779973613,0.31673449851651725,38.25588966515807,112.04519112775071,73.06026117607004,3.2676506383446764,-6.8672612409766955,39.458606863631985,114.52052689160136,19.405053758592636,101.65702676040988,81.01658954713875,24.13523272624373,73.7980820662963,53.12522774755607,134.12421988209525,67.66012181263605,83.8592258529344,37.159598240534095,38.13025388856153,-10.037796816208079,62.28258697848483,84.16538445880109,-13.596557860034956,99.79084124072348,74.47692130594064,75.25916012350447,9.73614683534354,-17.818560084543783,-24.90014699988678,-12.620145492771677,34.74130866669741,-26.441290989518265,57.667191694154056,52.750564108336405,-30.966751828453056,97.76615525127528,118.18093003655278,7.248721792902245,36.6921698017005,107.28948497309625,59.61413310754784,46.05468795769242,112.17891027709175,80.04920218287229,3.8997704922626895,58.06373675961617,1.912915379056713,-8.979445249384085,58.326435710182935,-17.078840977998645,37.004876825349314,50.97833204885367,26.87477901013495,94.51792422110327,4.460004605187173,19.32092048440637,32.2954743021691,39.453653713550665,57.01870237840969,40.773325892669796,113.55417087716731,26.20275475907087
Georgia,0.5747545958169612,72.09281607460186,10.498389592172574,10.871353871618979,500.0,9.851407242489877,36.32211602039689,20.53233155573205,77.55084462875689,65.91145362471664,17.04658648284601,81.74988429701378,2.0493774769582807,61.03630190176864,81.34650381545373,37.46665199537063,83.58551615669646,5.822749577222446,34.697719744516796,46.451327150362815,34.84297168908189,78.83534815273913,57.22083104243836,19.333771590327785,2.9390965853869204,12.337246934469075,98.96594637129743,45.20386259364524,75.3941077567145,56.64756716767622,15.718714587275826,52.26476087143981,71.81248536000979,103.34072564434685,82.410972147886,77.1236005244402,24.368539203369046,34.68442202690712,25.717356374482595,40.74494776981816,64.7460763838838,25.947514616847883,60.03146844073749,50.64124421079359,74.86644094050277,22.570323618894285,2.644867663205808,33.768548475275914,6.57810829624831,18.669174351813286,-2.6813586615484226,70.6572991419564,19.777414328540686,13.678395232701448,87.06204937814968,75.82263359826567,11.428397624612636,27.936798709817623,81.89777694970547,81.97754048639626,40.570322066312734,51.180074019012906,89.3314730975042,-5.2147507540469675,77.52216615422776,4.144955539714452,-7.439389369978009,96.37313632004928,-6.24862475688408,26.386059964394374,25.71196285604517,48.32669384810045,54.609655848093574,53.93770570550819,21.755701411588312,51.850366385046335,29.30377815492652,71.55762236705425,43.26711925016755,94.40823764680079,28.589478310415267
Germany,0.5269887411030498,68.90919825495955,9.016941766847799,12.612350699454229,500.0,0.6948004406923474,52.51610819958613,28.03394820326038,111.57808261532477,79.99726390303977,23.436514666436167,36.661974168858976,25.465342423093205,72.0475664744562,60.9185126887685,31.307632433960862,103.6939518631296,19.380889082265675,25.86553451044652,38.78911733886224,30.57875393649999,101.56417262330743,69.68217743734007,28.829903836639758,20.202520908356078,43.53193925334895,94.12943216205255,17.614254465631745,66.63441878491389,39.678616715009575,0.38738229931755086,78.59190681529785,41.95841577129025,75.34950456986209,27.097826224434247,91.36282909636714,49.051480849664785,29.350239047225198,-6.737666694545776,49.36612839595266,102.5074843723043,17.70576245367988,62.83435235641032,64.88559127561616,63.00273854036428,16.600031379358267,19.268644136859415,5.523193551922176,0.41086930261941745,18.139041762175854,5.128827876109725,82.43525946635222,21.228333980622963,9.122070637832849,67.21431346285665,74.13762238232682,17.08443580398219,45.18174269263422,84.46698615012212,56.03673111815549,32.09182332821867,72.00745697460779,59.79376026334096,-0.3990894426197613,34.1182622609827,11.786614500389867,22.17291314244264,46.368862191650386,13.952045605448163,42.99763753651658,57.653389216399596,40.552600392822825,92.43975090447354,28.70557781052257,49.00733375706845,41.628288459431985,33.710338760481946,63.70170583590867,88.20450812909495,85.1840098364472,26.311923709359192
Ghana,0.6918985323896965,74.56881047774402,9.9742976738039,17.713948101633694,4359.717774370726,-9.163509901175729,49.71340439628914,-9.807872326740728,117.81057843616088,84.19145743468579,7.35061897838667,56.53164966164614,38.96595689237216,28.534601999129407,43.052181956923576,20.85643480509294,104.43790376563452,0.8417945541822718,33.46986574199406,13.896492608193793,75.65655866122697,94.9428432216807,79.32188388353006,10.653791880395886,33.335466398390786,26.857977651574597,100.15635595286932,15.209011840164752,89.50429287917754,76.47968703889974,4.051680496192425,58.789113303407504,91.81427942650281,93.69053354643674,66.36001355993152,137.3348602714277,34.02807810149119,23.246187317446818,18.50625560002979,76.53835688091229,69.13181820732477,20.542208429080787,87.18085104976376,78.6767373781907,41.872179203154886,-10.322895434651539,2.7422108022203773,-19.548455427043873,-21.71505255677095,3.6596564062119725,-9.107435882191389,90.55324128326455,19.392433484037507,-10.407888375307287,97.96727932673582,92.84013992998766,10.983303624707148,59.24473425987192,90.43345458233125,81.2388941608539,37.65186928492266,84.72488893445745,102.59599380566425,-4.8571051625184225,35.06980061471286,21.280856581119906,-1.3297781321383795,79.43973644912813,8.07238375349155,36.57726501974314,61.75372553149521,25.033151788349485,68.85123467222908,25.72161259008182,57.6842337071878,38.978102498632246,28.300049998218164,81.40377052482756,78.05388003867185,62.122429574873514,14.014704620600092
Greece,0.43878226173410045,63.052248417373484,7.435074964614355,10.817669968075453,1252.5105020702283,12.277982767170414,32.19831182413594,-2.0565351684968256,60.65199515304225,83.62580334892758,10.036974467698876,50.24006833194697,19.403905009110368,48.66044840940591,61.58838784069465,19.257860422379483,69.50203866821705,35.589989549404905,33.472023514127415,47.3912596687168,61.421438390031035,88.4649908827648,71.1440311518924,48.14354375037435,50.83351543142075,38.52252938067994,102.91017391766297,24.985436063523128,96.17463319667691,71.0240210840444,31.074945257110485,71.81510324995772,44.99589238060362,82.7996746099596,54.91002030179945,53.14758586342538,52.746811419619064,32.37271394608456,25.61307457578014,67.07412381572017,90.76213512648658,8.166297663451779,55.55284695948817,36.72121217689261,43.18151410994585,34.5795098618698,7.540891006712432,21.688308686659504,29.068384780263578,26.172560769495256,34.13090738127049,74.287776695341,51.71951864827922,33.06320552240181,75.20413250755294,67.6790014129872,5.238783123586394,54.840785712958436,87.81672248909209,60.6796891350686,67.47333598409514,72.65645527707206,88.65487870675067,43.4952004978786,59.43508806631044,25.759663900606323,6.295169933264518,70.29737709790734,18.781800312130546,67.94464552026956,53.87903390097872,44.207531789383864,74.42790597313743,21.99504943825287,15.976055182592953,44.09374111173893,27.373312449208388,66.23053406881756,26.040011331136782,66.44945554985759,48.593784417274065
Grenada,0.855384097875045,76.93690663921222,14.609038446260064,17.733061000950975,9336.772276752035,-7.807182729761308,47.8335677085675,12.614623117088392,90.35100309660402,126.32535895462986,-0.08445297634104776,71.84815855352694,-1.351174249668965,68.29884519409329,97.26072049977235,19.067704741024528,129.38789120856978,-3.810997021095858,29.708372152287218,8.155715957319053,18.384266147706313,102.42756304938888,68.05510345788909,18.23210910859975,-10.14660554351424,14.280496553475096,119.99462688659133,4.199838112050585,99.61773183694903,86.2249353275734,10.275153892587376,71.2255822735485,73.59710776807674,99.13312458156395,81.34974107176848,99.27443199524319,80.24502790204383,53.381826944546546,20.737178247680802,67.74264320441503,75.13578214396401,5.911693087954156,91.82456816699744,50.97375901560402,82.54982428136996,25.232712314423722,6.405152402184278,-18.729147405165826,-1.4682620474685564,-15.5568324767994,-21.30932519506745,74.47980336981632,31.580503179174713,-34.12555422499973,88.33519313366527,110.80351883851625,-14.591911940213421,29.104086847229574,120.67662215538685,70.56889862112469,27.628557513988163,96.4098714755287,102.40782259586962,-17.34576840532125,84.83611057444014,-33.562193439726144,-4.886443356378031,64.31640632598895,-2.8727654132383336,43.547031110959466,61.11193925985688,26.098453235439855,81.84904681509751,0.41839735431470615,9.845510837034812,26.173279130580525,38.978157702779484,49.663457376630234,59.37431725899545,121.56052572389419,-16.37343592513252
Guatemala,0.3969669055182556,64.22388728935762,8.038394940217437,12.133634106828168,500.0,28.062651965282182,34.998716876430976,17.358895150764926,74.78040347876995,47.962358546836825,39.640924128204105,32.070394978396116,56.166112892795695,75.02252886697217,66.75383364453145,38.97186162601407,59.96164494434582,62.572869271254525,23.150754489606303,22.314532209936832,48.533886674014376,67.90654923643864,65.50112484312618,42.5066322667337,10.838872334277912,64.71429176919388,71.66678166689282,29.11684729931192,89.32866178641834,65.00359880432254,0.40801763524039103,60.52862565506912,39.83472709082007,103.08558555521492,75.83143185381996,59.12266951783078,54.71201256716933,33.84707813417635,16.899593331012337,44.45502897949213,84.29676702772127,13.682842641165823,49.71750670692738,53.25644035268858,76.23250575513892,33.82177363083976,3.2240399375797395,8.875405668196336,13.291877871371138,28.225242069807532,11.793312913794399,35.4763645298547,10.435622408721722,13.324558799065954,51.55987657967557,63.983453050224426,45.39399715602874,51.00201292743559,71.40680313625437,54.98259390691314,19.915348808511368,79.4380342511894,76.55056160555546,-0.014905861274172594,67.13863541942102,10.735616526834423,9.353283109274123,43.76232343299896,35.695714980592,15.949500183310658,36.06228810415799,54.41789965925871,57.5510111564284,40.63162704026442,19.688054974138197,48.69108865178396,23.970674671705194,31.01837215280384,53.92944565291705,86.48350450345747,35.93284298616835
Guinea,0.9717387700583259,82.29899911638267,14.198953683986389,20.138094939995,42630.90188137139,-31.503930398290514,61.15071234782565,-21.81658000355121,128.90982596549165,115.59119785161411,-10.008610863209768,71.72349187385882,-14.007305390723872,59.80907412782736,84.19658882368115,-5.086605851285487,110.65531859150181,19.137569797329476,2.5507982062951484,-0.45294808046737245,55.55346067062267,118.95687639357892,93.02671738586798,-14.88434722730856,-6.744112626950212,37.430970206176845,112.9165856445364,23.190193626430037,89.83997077822009,92.69279672078807,-8.289287546756647,82.19272255058569,62.75695341854666,119.97291731259374,84.90148865675997,90.22995984777376,84.16814841353253,27.00697572314899,2.0520457685739615,62.92653259625774,107.7221604972324,-7.816061473963131,70.92246367085097,83.81327692681623,83.25796866367848,-12.522065403184463,-36.30872373489406,-36.415305395961006,-11.634439494296394,21.949975559262477,-15.46562993615234,79.60542174496382,29.343115931272852,-8.8488818608662,91.2901563587595,113.81222596083852,-23.832209946074997,36.312491000963036,104.16635144179332,95.11880947709383,18.2371058563714,99.11599583505355,100.25254464252552,-31.20532536648797,107.75532753086028,4.367416960424556,-32.215835141044224,54.976199494337244,-1.9403234625329873,15.223135431927844,55.76877966422451,33.48023391497158,94.80505210608996,12.804123795891115,40.45612271581547,-15.076066794573983,8.091860484622927,71.47152452329388,59.868739639922964,75.04925566255896,3.76775583641529
Guinea-Bissau,0.8365142046568941,79.19872487891206,12.532376021915224,17.601088311493243,12000.850657082383,-13.119398843368856,23.68060735298958,11.339051590291092,100.74226089127643,102.57642007679536,-2.4606143533861413,93.09728392872748,-15.708337781326673,36.64753834523243,60.43983442634227,23.62615246208884,103.98416190767428,11.247787814462733,19.689469860031707,-10.188306223701904,13.510712910601082,108.46661769098776,80.35645610152393,5.4295925478969735,-11.950942553205266,14.653531251686235,101.53183845660897,1.160350364125101,91.62903999788281,101.53863223517982,-16.91275384999132,64.3775805377243,86.13162195482096,67.8218169905783,74.22980257000269,80.78569136247981,38.88913713381191,30.005377414113877,-34.07399931969555,50.60726350510605,122.18990418835759,-31.69272718807911,100.35298915260712,49.37832416165825,70.20910070025029,7.789745694562285,-0.9538636922838677,31.286206654109094,-10.446636078480154,-2.6416104237210547,-24.890742994974275,77.31497182156993,24.036434008381637,-9.197347307143183,75.17052530137087,100.5075111202693,-11.235915428151557,38.3587545576225,117.78654303828455,66.70231252609744,41.08685414309228,87.21747465051598,87.09909536730223,-2.0776496620157445,76.7493978400206,4.857506425041215,-29.4831021488115,56.43441991353524,8.16879537381687,37.22376541435801,49.01513198142504,26.749243794595596,91.9889179002918,3.3312433440243936,44.654104818147246,26.878846928836477,20.10305564481789,56.53762936812001,51.972332964957054,90.58283627216278,-7.726303265328028
Guyana,0.4751908793665286,65.56235529412838,6.446608327999304,12.04517073517793,500.0,46.485926185721475,45.69811552935522,25.064258884607092,68.6302729092648,91.3011786394135,4.861888896678984,36.78530261175449,14.40124671772669,67.70060124579537,47.503268058687325,29.841679328686485,91.50262866228007,41.579859139253976,17.15512766611959,37.97363957617338,43.17559565384154,90.30068399715566,91.33236018242175,20.850773771825875,23.839408835789207,16.20542398915311,93.51043276069133,37.65296693451643,73.29079636647288,67.70483958271653,11.1354420547049,67.81428608229203,45.088338955974244,88.24920020804515,62.318926095895286,56.74018076600088,32.844106092407785,47.6182223625576,38.00715648110055,49.396586766225425,74.76951568965924,19.5505489212701,87.73718247773012,46.33931554715633,74.90080009516353,5.150675383512738,41.6271596119719,12.00708472592271,33.673487018777,21.6925046950822,40.3047247100607,63.415924235767484,35.71352417465333,12.965884142858528,85.174475860591,82.76878694929462,7.4372873447897305,55.749777368780414,85.2145905436337,59.17522365682321,70.30030307049576,68.16413798656629,75.98990943905518,24.315028965067285,62.660836754545294,46.752954214079466,-10.468988659188017,31.282575438892074,34.01164006597084,28.324180944038662,64.95297029698348,42.951397184497935,109.05557958398245,8.638912061939369,25.002037547414794,20.24533115469475,12.996509875532308,43.51194838284681,67.98335818356843,78.97367446198326,52.13015020145726
Haiti,0.3534789337878695,58.794769672614436,8.039564931224113,9.905906873179559,500.0,49.395671636077935,32.39761284350193,32.08301602007356,70.19713949654434,76.42972522672724,28.15929442417319,58.225919396574255,22.822068541480796,46.72171602306533,61.41996144599935,8.1201538524157,90.85085443682544,48.865917569836796,20.102129494598046,8.325337116887376,45.92566140755632,70.5947584979358,74.73598455768682,16.58542623706443,16.255635618432688,33.967829010263145,65.97156158455634,10.513356208594207,69.42403025405686,56.68381193360606,40.10000642324545,83.8592044052719,88.5331188247766,69.44343137184143,53.57036680092871,66.95449734043888,36.1258072137557,51.28952333564278,33.53228515841406,57.88443057947749,41.986527840106326,-5.044310368076772,57.1493526916243,61.0825228100721,55.47410698915095,47.750579751473865,15.571498961782886,-4.338377587329685,5.828673623015121,6.111878030736094,37.36931587207877,72.74967621917665,28.070232163877566,26.750597475696015,85.97488015872439,65.08136078243996,14.696333313310124,58.43705128096286,68.63239907712143,75.12949633454666,79.53012661160489,58.88685587388343,99.24045445381589,20.19218150038812,77.93820477581104,53.31863080641192,32.041964951684605,40.95005634600972,34.34557511414816,-0.2742068402100575,54.317648004041,61.899207590885055,73.5256738655256,16.233972815941662,75.38563234758256,56.96929754551649,63.88545969473018,37.09843469226769,69.18188254440986,56.06873516616293,-6.813043321118911
Honduras,0.8637406999265455,80.94553358130236,14.114692659291244,16.680096770668023,11862.836793355551,-8.251717022254923,68.99165491368035,21.984412990039566,92.08349303153796,95.4882851322786,-23.43606585622876,53.21732324796573,-18.329091456274227,47.432397161905556,55.84819119963086,4.686177289107064,124.72853564794198,-1.7651063573815051,-3.540545888135398,-3.1432584644614288,16.379134216190543,82.62547384341613,100.21959142107283,10.610982206713047,-4.472775292467837,31.47836331437179,105.47934813777258,7.47269807066715,99.7212718824554,83.15721965795073,6.000003225808129,64.97341697271317,63.287839351097475,109.14800668509378,74.43534946716042,70.8249476185353,52.76465533935571,-9.241816716403815,14.309198961736058,45.29478366646952,101.25413775769118,-15.765127063061144,67.78437245147151,50.896831267651876,74.82798062181683,6.953536531204463,-6.771575845041497,10.205603624392985,-11.736970333148683,10.720580829503845,-27.786474102835015,112.70291194312574,32.31696887457085,-13.319750520083154,106.91759641850803,98.61658010883752,7.47084884307818,28.22634352786969,129.6043589682535,126.13113578343152,51.096896342830874,105.94252767118226,101.08929849172944,-5.246874821954833,70.31475557638151,-8.69876910724443,4.019799585409885,42.42908489883497,-1.1269714267176312,56.1960514516703,49.450961569065335,22.33113313346413,93.41876811253417,31.979952875420857,25.407385245491582,22.198420172018274,19.20909373656886,67.3498075257241,78.05400042918876,58.12664608652046,11.612905785335343
